name,city,swift_code
"CACEIS BANK","PARIS","ISAEFRPPCBD"
"CACEIS BANK","PARIS","ISAEFRPPCEI"
"CACEIS BANK","PARIS","ISAEFRPPEQI"
"CACEIS BANK","PARIS","ISAEFRPPERF"
"CACEIS BANK","PARIS","ISAEFRPPNAT"
"CACEIS BANK","PARIS","ISAEFRPPOWN"
"CACEIS BANK","PARIS","ISAEFRPPUCB"
"CACEIS BANK","PARIS","ISAEFRPPUCM"
"CACEIS BANK","PARIS","ISAEFRPPWST"
"CACEIS BANK","PARIS","ISAEFRPPDMA"
"CACEIS BANK","PARIS","ISAEFRPPSA1"
"CACEIS BANK","PARIS","ISAEFRPPSA2"
"CACEIS BANK","PARIS","ISAEFRPPMID"
"CACEIS BANK","PARIS","ISAEFRPP"
"CACEIS FUND ADMINISTRATION","PARIS","FNETFRPP"
"CACI - CREDIT AGRICOLE CREDITOR INSURANCE SA","PARIS","AGRJFRPP"
"CAISSE CENTRALE DU CREDIT IMMOBILIER DE FRANCE","PARIS","CCIFFRPP"
"CAISSE D EPARGNE ET DE PREVOYANCE HAUTS DE FRANCE","LILLE","CEPAFRPP802"
"CAISSE D EPARGNE ET DE PREVOYANCE HAUTS DE FRANCE","LILLE","CEPAFRPP627"
"CAISSE D EPARGNE ET DE PREVOYANCE HAUTS DE FRANCE","PARIS","CEPAFRPPBRU"
"CAISSE D'EPARGNE AQUITAINE POITOU CHARENTES","BORDEAUX","CEPAFRPP333"
"CAISSE D'EPARGNE AUVERGNE LIMOUSIN","CLERMONT FERRAND","CEPAFRPP871"
"CAISSE D'EPARGNE BRETAGNE PAYS DE LOIRE","NANTES","CEPAFRPP444"
"CAISSE D'EPARGNE CEPAC","MARSEILLE","CEPAFRPP131"
"CAISSE D'EPARGNE COTE D'AZUR","NICE","CEPAFRPP831"
"CAISSE D'EPARGNE DE BOURGOGNE FRANCHE-COMTE","DIJON","CEPAFRPP213"
"CAISSE D'EPARGNE DE LOIRE DROME ARDECHE","SAINT-ETIENNE","CEPAFRPP426"
"CAISSE D'EPARGNE DE MIDI PYRENEES","TOULOUSE","CEPAFRPP313"
"CAISSE D'EPARGNE DU LANGUEDOC ROUSSILLON","MONTPELLIER","CEPAFRPP348"
"CAISSE D'EPARGNE GRAND EST EUROPE","STRASBOURG","CEPAFRPP513"
"CAISSE D'EPARGNE GRAND EST EUROPE","STRASBOURG","CEPAFRPP670"
"CAISSE D'EPARGNE ILE DE FRANCE","PARIS","CEPAFRPP751"
"CAISSE D'EPARGNE LOIRE CENTRE","ORLEANS","CEPAFRPP450"
"CAISSE D'EPARGNE NORMANDIE","BOIS GUILLAUME","CEPAFRPP142"
"CAISSE D'EPARGNE RHONE ALPES","LYON","CEPAFRPP382"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPCAC"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPFRR"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPOAC"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPPPAC"
"CAISSE DES DEPOTS ET CONSIGNATIONS","PARIS","CDCGFRPP"
"CAISSE FRANCAISE DE FINANCEMENT LOCAL","ISSY LES MOULINEAUX","DXMAFRPP"
"CAISSES D'EPARGNE-GROUPE BPCE","PARIS","CEPAFRPP"
"CAISSES D'EPARGNE-GROUPE BPCE","PARIS","CEPAFRPP950"
"CAIXA GERAL DE DEPOSITOS","PARIS","CGDIFRPP"
"CAIXABANK S.A., SUCCURSALE EN FRANCE","PARIS","CAIXFRPP"
"CALDERYS FRANCE SAS","SEZANNE","IMERFR22"
"CAMAIEU","ROUBAIX","CMAIFR22"
"CANDRIAM FRANCE SA","PARIS","DXAMFRPP"
"CAP GEMINI SERVICE SAS","PARIS","CAPGFRPP"
"CARDIF - ASSURANCES RISQUES DIVERS","PARIS","CAQDFRPP"
"CARDIF - ASSURANCES RISQUES DIVERS","PARIS","CAQDFRPPAEP"
"CARREFOUR BANQUE","EVRY","SOAPFR22"
"CASDEN-BANQUE POPULAIRE","NOISIEL","CCBPFRPPCAS"
"CASHBEE","PARIS","CAYGFRP2"
"CAT COMPAGNIE D'AFFRETEMENT ET DE TRANSPORT","BOULOGNE BILLANCOURT","TCATFRPP"
"CBASE","FERQUES","CBSEFR22"
"CBP GROUP","PARIS","CBSPFR22"
"CCI FINANCE","PARIS","FCCIFRPP"
"CEETRUS S.A.","CROIX","CEUSFR22"
"CEGID GROUP","LYON","CGDGFR22"
"CFAO","SEVRES","CFAFFR22"
"CHANEL","NEUILLY SUR SEINE","CHNLFR22"
"CHANTELLE SA","CACHAN","CTLLFRPP"
"CHARGEURS S.A.","PARIS","CHGGFRPP"
"CHECKOUT","PARIS","CHKCFRP2"
"CHINA CONSTRUCTION BANK (EUROPE) S.A., PARIS BRANCH","PARIS","PCBCFRPP"
"CHOLET DUPONT SA","PARIS","CHDUFRPP"
"CHRISTIAN DIOR COUTURE","PARIS","DCOUFRPP"
"CHRISTIAN LOUBOUTIN","PARIS","CLOUFRPP"
"CITIBANK EUROPE PLC FRANCE BRANCH","PARIS","CITIFRPPSEC"
"CITIBANK EUROPE PLC FRANCE BRANCH","PARIS","CITIFRPP"
"CLARINS","NEUILLY-SUR-SEINE","CLNSFRPP"
"CLASQUIN SA","LYON","CLSQFR22"
"CLUB MEDITERRANEE","PARIS","CMEDFRPP"
"CM - CIC BANQUES","PARIS","CMCIFRPPCOR"
"CM - CIC BANQUES","PARIS","CMCIFRPP"
"CMA CGM","MARSEILLE","CMAGFR22"
"CNP ASSURANCES","PARIS","CNPAFRPP"
"CNP ASSURANCES","PARIS","CNPAFRPPUCS"
"CNP ASSURANCES","PARIS","CNPAFRPPCDP"
"CNP ASSURANCES","PARIS","CNPAFRPPNRT"
"CNP ASSURANCES","PARIS","CNPAFRPPQIS"
"COFACE","BOIS COLOMBES","COFAFR22"
"COLAS S.A.","PARIS","CLLAFRPP"
"COLISEE INTERNATIONAL S.A.","PARIS","CLNEFRPP"
"COLLECTE LOCALISATION SATELLITES","RAMONVILLE SAINT AGNE","COLLFR22"
"COLVILLE CAPITAL PARTNERS","PARIS","CLPNFRP2"
"COMITE PROFESSIONNEL DES STOCKS STRATEGIQUES PETROLIERS (CPSSP)","RUEIL MALMAISON","CPSPFRPP"
"COMMERZBANK AG","PARIS","COBAFRPXTPA"
"COMMERZBANK AG","PARIS","COBAFRPX"
"COMPAGNIE CHOMARAT","PARIS","CHOMFRPP"
"COMPAGNIE D'INVESTISSEMENTS INDUSTRIELS ET COMMERCIAUX - CIIC","CERGY PONTOISE","GIEOFRPP"
"COMPAGNIE DAHER S.A.","MARSEILLE","DAHRFR2M"
"COMPAGNIE DE FINANCEMENT FONCIER","PARIS","CFFOFRPPSSS"
"COMPAGNIE DE FINANCEMENT FONCIER","PARIS","CFFOFRPP"
"COMPAGNIE DE SAINT-GOBAIN","COURBEVOIE","SGOBFRPP"
"COMPAGNIE DES ALPES","PARIS","CDALFRPP"
"COMPAGNIE DU PONANT SAS","MARSEILLE","CPNOFR2M"
"COMPAGNIE FINANCIERE ET DE PARTICIPATIONS ROULLIER","SAINT-MALO","ROULFR22"
"COMPAGNIE GENERALE DE CREDIT AUX PARTICULIERS - CREDIPAR","GENNEVILLIERS","CGCPFRPL"
"COMPAGNIE GENERALE DE LOCATION D'EQUIPEMENTS","MARCQ EN BAROEUL","CGLEFR2M"
"COMPAGNIE PLASTIC OMNIUM","LYON","POMNFR22"
"CONSEIL PLUS GESTION","PARIS","CNPGFRP2"
"CONTOURGLOBAL MANAGEMENT FRANCE SAS","NEUILLY SUR SEINE","CGALFRPP"
"COUNCIL OF EUROPE DEVELOPMENT BANK","PARIS","CEFPFRPP"
"COVIVIO","METZ","FDREFR22"
"CP OR DEVISES","PARIS","CPBIFRPP"
"CPR ASSET MANAGEMENT","PARIS","CPRMFRPP"
"CPRPSNCF","MARSEILLE","CPRPFR22"
"CREDIT AGRICOLE","ABBEVILLE","AGRIFRPPABV"
"CREDIT AGRICOLE","AGDE","AGRIFRPPAGD"
"CREDIT AGRICOLE","AGEN","AGRIFRPPAGN"
"CREDIT AGRICOLE","AIRE-SUR-L'ADOUR","AGRIFRPPAIR"
"CREDIT AGRICOLE","AIX EN PROVENCE","AGRIFRPPAIX"
"CREDIT AGRICOLE","AIX LES BAINS","AGRIFRPPAIB"
"CREDIT AGRICOLE","AJACCIO","AGRIFRPP820"
"CREDIT AGRICOLE","ALBERTVILLE","AGRIFRPPALB"
"CREDIT AGRICOLE","ALBI","AGRIFRPP812"
"CREDIT AGRICOLE","ALENCON","AGRIFRPPALN"
"CREDIT AGRICOLE","ALENCON","AGRIFRPPALO"
"CREDIT AGRICOLE","ALES","AGRIFRPPALE"
"CREDIT AGRICOLE","AMBERT","AGRIFRPPAMB"
"CREDIT AGRICOLE","AMIENS","AGRIFRPP887"
"CREDIT AGRICOLE","ANCENIS","AGRIFRPPANC"
"CREDIT AGRICOLE","ANGERS","AGRIFRPPAGS"
"CREDIT AGRICOLE","ANGOULEME","AGRIFRPPANG"
"CREDIT AGRICOLE","ANNECY","AGRIFRPP881"
"CREDIT AGRICOLE","ANNEMASSE","AGRIFRPPANM"
"CREDIT AGRICOLE","ANNONAY","AGRIFRPPANN"
"CREDIT AGRICOLE","ANTIBES","AGRIFRPPANT"
"CREDIT AGRICOLE","APT","AGRIFRPPAPT"
"CREDIT AGRICOLE","ARCACHON","AGRIFRPPARC"
"CREDIT AGRICOLE","ARCUEIL","AGRIFRPPARU"
"CREDIT AGRICOLE","ARGENTAN","AGRIFRPPART"
"CREDIT AGRICOLE","ARGENTEUIL","AGRIFRPPARG"
"CREDIT AGRICOLE","ARLES","AGRIFRPP813"
"CREDIT AGRICOLE","ARMENTIERES","AGRIFRPPARM"
"CREDIT AGRICOLE","ARRAS","AGRIFRPPARR"
"CREDIT AGRICOLE","ASNIERES-SUR-SEINE","AGRIFRPPASN"
"CREDIT AGRICOLE","AUBAGNE","AGRIFRPPABG"
"CREDIT AGRICOLE","AUBENAS","AGRIFRPPAUE"
"CREDIT AGRICOLE","AUBERVILLIERS","AGRIFRPPAUB"
"CREDIT AGRICOLE","AUCAMVILLE","AGRIFRPPAUI"
"CREDIT AGRICOLE","AUCH","AGRIFRPPAUC"
"CREDIT AGRICOLE","AURIOL","AGRIFRPPAUR"
"CREDIT AGRICOLE","AUTERIVE","AGRIFRPPAUT"
"CREDIT AGRICOLE","AUTUN","AGRIFRPPAUN"
"CREDIT AGRICOLE","AUXERRE","AGRIFRPPAUX"
"CREDIT AGRICOLE","AVIGNON","AGRIFRPPAVI"
"CREDIT AGRICOLE","AVORIAZ","AGRIFRPPAVO"
"CREDIT AGRICOLE","AVRANCHES","AGRIFRPPAVR"
"CREDIT AGRICOLE","BACCARAT","AGRIFRPPBAC"
"CREDIT AGRICOLE","BAGNERE DE LUCHON","AGRIFRPPBLN"
"CREDIT AGRICOLE","BAGNOLS SUR CEZE","AGRIFRPPBAG"
"CREDIT AGRICOLE","BANDOL","AGRIFRPPBAN"
"CREDIT AGRICOLE","BAR LE DUC","AGRIFRPPBAR"
"CREDIT AGRICOLE","BASTIA","AGRIFRPPBAS"
"CREDIT AGRICOLE","BAYEUX","AGRIFRPPBAX"
"CREDIT AGRICOLE","BAYONNE","AGRIFRPPBAY"
"CREDIT AGRICOLE","BAZAS","AGRIFRPPBAZ"
"CREDIT AGRICOLE","BEAUJEU","AGRIFRPPBEJ"
"CREDIT AGRICOLE","BEAUMES DE VENISE","AGRIFRPPBDV"
"CREDIT AGRICOLE","BEAUMONT SUR OISE","AGRIFRPPBSO"
"CREDIT AGRICOLE","BEAUNE","AGRIFRPPBEA"
"CREDIT AGRICOLE","BEAUVAIS","AGRIFRPPBEV"
"CREDIT AGRICOLE","BEDARIEUX","AGRIFRPPBED"
"CREDIT AGRICOLE","BELFORT","AGRIFRPPBLT"
"CREDIT AGRICOLE","BELLEGARDE SUR VALSERINE","AGRIFRPPBEL"
"CREDIT AGRICOLE","BELLEVILLE","AGRIFRPPBER"
"CREDIT AGRICOLE","BELLEVILLE","AGRIFRPPBES"
"CREDIT AGRICOLE","BERRE L'ETANG","AGRIFRPPBLG"
"CREDIT AGRICOLE","BESANCON","AGRIFRPP825"
"CREDIT AGRICOLE","BETHUNE","AGRIFRPPBET"
"CREDIT AGRICOLE","BEZIERS","AGRIFRPPBZR"
"CREDIT AGRICOLE","BIARRITZ","AGRIFRPPBIA"
"CREDIT AGRICOLE","BITCHE","AGRIFRPPBCE"
"CREDIT AGRICOLE","BLAGNAC","AGRIFRPPBLA"
"CREDIT AGRICOLE","BLAYE","AGRIFRPPBAE"
"CREDIT AGRICOLE","BLOIS","AGRIFRPPBLO"
"CREDIT AGRICOLE","BOBIGNY","AGRIFRPPBOB"
"CREDIT AGRICOLE","BOE","AGRIFRPPBOE"
"CREDIT AGRICOLE","BOLLENE","AGRIFRPPBOL"
"CREDIT AGRICOLE","BONDUES","AGRIFRPPBOD"
"CREDIT AGRICOLE","BONDY","AGRIFRPPBON"
"CREDIT AGRICOLE","BORDEAUX","AGRIFRPP833"
"CREDIT AGRICOLE","BOULOGNE BILLANCOURT","AGRIFRPPBBT"
"CREDIT AGRICOLE","BOULOGNE SUR MER","AGRIFRPPBSM"
"CREDIT AGRICOLE","BOURG D'OISANS","AGRIFRPPBDO"
"CREDIT AGRICOLE","BOURG EN BRESSE","AGRIFRPPBEB"
"CREDIT AGRICOLE","BOURG LA REINE","AGRIFRPPBLR"
"CREDIT AGRICOLE","BOURG SUR GIRONDE","AGRIFRPPBGI"
"CREDIT AGRICOLE","BOURGES","AGRIFRPP848"
"CREDIT AGRICOLE","BOURGOIN JALLIEU","AGRIFRPPBJA"
"CREDIT AGRICOLE","BOURGOIN JALLIEU","AGRIFRPPBOJ"
"CREDIT AGRICOLE","BOUZONVILLE","AGRIFRPPBZV"
"CREDIT AGRICOLE","BRESSUIRE","AGRIFRPPBRE"
"CREDIT AGRICOLE","BREST","AGRIFRPPBST"
"CREDIT AGRICOLE","BRIANCON","AGRIFRPPBRN"
"CREDIT AGRICOLE","BRIE SENART","AGRIFRPPBRT"
"CREDIT AGRICOLE","BRIGNAIS","AGRIFRPPBRS"
"CREDIT AGRICOLE","BRIGNOLES","AGRIFRPPBRG"
"CREDIT AGRICOLE","BRIOUDE","AGRIFRPPBRI"
"CREDIT AGRICOLE","BRIVE LA GAILLARDE","AGRIFRPPBRV"
"CREDIT AGRICOLE","BRUNOY","AGRIFRPPBRU"
"CREDIT AGRICOLE","CABANNES","AGRIFRPPCAB"
"CREDIT AGRICOLE","CADILLAC","AGRIFRPPCAD"
"CREDIT AGRICOLE","CAEN","AGRIFRPP866"
"CREDIT AGRICOLE","CAGNES SUR MER","AGRIFRPPCAG"
"CREDIT AGRICOLE","CAHORS","AGRIFRPPCAH"
"CREDIT AGRICOLE","CALAIS","AGRIFRPPCAL"
"CREDIT AGRICOLE","CAMBRAI","AGRIFRPPCAM"
"CREDIT AGRICOLE","CANNES","AGRIFRPPCAN"
"CREDIT AGRICOLE","CARCASSONNE","AGRIFRPPCAR"
"CREDIT AGRICOLE","CARPENTRAS","AGRIFRPPCAT"
"CREDIT AGRICOLE","CARQUEFOU","AGRIFRPPCAQ"
"CREDIT AGRICOLE","CASSIS","AGRIFRPPCSI"
"CREDIT AGRICOLE","CASTELNAU DE MEDOC","AGRIFRPPCAC"
"CREDIT AGRICOLE","CASTELNAUDARY","AGRIFRPPCNY"
"CREDIT AGRICOLE","CASTRES","AGRIFRPPCAS"
"CREDIT AGRICOLE","CAUDRY","AGRIFRPPCAU"
"CREDIT AGRICOLE","CAVAILLON","AGRIFRPPCAV"
"CREDIT AGRICOLE","CAVALAIRE SUR MER","AGRIFRPPCVL"
"CREDIT AGRICOLE","CERET","AGRIFRPPCET"
"CREDIT AGRICOLE","CERGY PONTOISE","AGRIFRPPCER"
"CREDIT AGRICOLE","CESSON SEVIGNE","AGRIFRPPCES"
"CREDIT AGRICOLE","CHABLIS","AGRIFRPPCIS"
"CREDIT AGRICOLE","CHALLANS","AGRIFRPPCLL"
"CREDIT AGRICOLE","CHALON SUR SAONE","AGRIFRPPCSS"
"CREDIT AGRICOLE","CHALONS EN CHAMPAGNE","AGRIFRPPCEC"
"CREDIT AGRICOLE","CHALONS EN CHAMPAGNE","AGRIFRPPCHA"
"CREDIT AGRICOLE","CHAMBERY","AGRIFRPPCHY"
"CREDIT AGRICOLE","CHAMONIX","AGRIFRPPCHX"
"CREDIT AGRICOLE","CHAMPAGNE AU MONT D OR","AGRIFRPPCMO"
"CREDIT AGRICOLE","CHANTILLY","AGRIFRPPCHI"
"CREDIT AGRICOLE","CHANTONNAY","AGRIFRPPCTY"
"CREDIT AGRICOLE","CHARLEVILLE-MEZIERES","AGRIFRPPCHM"
"CREDIT AGRICOLE","CHARMES SUR RHONE","AGRIFRPPSRH"
"CREDIT AGRICOLE","CHAROLLES","AGRIFRPPCHL"
"CREDIT AGRICOLE","CHARTRES","AGRIFRPP844"
"CREDIT AGRICOLE","CHASSENEUIL DU POITOU","AGRIFRPPCDP"
"CREDIT AGRICOLE","CHASSIEU","AGRIFRPPLHS"
"CREDIT AGRICOLE","CHASSIEU","AGRIFRPPCEU"
"CREDIT AGRICOLE","CHATEAU SALINS","AGRIFRPPCSA"
"CREDIT AGRICOLE","CHATEAU THIERRY","AGRIFRPPCHT"
"CREDIT AGRICOLE","CHATEAUBRIANT","AGRIFRPPCHN"
"CREDIT AGRICOLE","CHATEAUDUN","AGRIFRPPCHD"
"CREDIT AGRICOLE","CHATEAURENARD","AGRIFRPPCHR"
"CREDIT AGRICOLE","CHATEAUROUX","AGRIFRPPCHU"
"CREDIT AGRICOLE","CHATELLERAULT","AGRIFRPPCTL"
"CREDIT AGRICOLE","CHATOU","AGRIFRPPCOU"
"CREDIT AGRICOLE","CHAUMONT","AGRIFRPPCMT"
"CREDIT AGRICOLE","CHELLES","AGRIFRPPCEE"
"CREDIT AGRICOLE","CHERBOURG-OCTEVILLE","AGRIFRPPCHE"
"CREDIT AGRICOLE","CHOLET","AGRIFRPPCHO"
"CREDIT AGRICOLE","CLERMONT","AGRIFRPPCLT"
"CREDIT AGRICOLE","CLERMONT","AGRIFRPPCLM"
"CREDIT AGRICOLE","CLERMONT FERRAND","AGRIFRPP868"
"CREDIT AGRICOLE","CLICHY","AGRIFRPPCLY"
"CREDIT AGRICOLE","CLISSON","AGRIFRPPCLI"
"CREDIT AGRICOLE","CLUSES","AGRIFRPPCLU"
"CREDIT AGRICOLE","COGNAC","AGRIFRPPCOG"
"CREDIT AGRICOLE","COLMAR","AGRIFRPPCOL"
"CREDIT AGRICOLE","COMPIEGNE","AGRIFRPPCMP"
"CREDIT AGRICOLE","CONCARNEAU","AGRIFRPPCNU"
"CREDIT AGRICOLE","CONDRIEU","AGRIFRPPCOD"
"CREDIT AGRICOLE","CONFLANS SAINTE HONORINE","AGRIFRPPCSH"
"CREDIT AGRICOLE","CORBAS","AGRIFRPPCRB"
"CREDIT AGRICOLE","CORBAS","AGRIFRPPCOS"
"CREDIT AGRICOLE","COULOMMIERS","AGRIFRPPCMM"
"CREDIT AGRICOLE","COURBEVOIE","AGRIFRPPCCR"
"CREDIT AGRICOLE","COURCHEVEL","AGRIFRPPCOV"
"CREDIT AGRICOLE","COURTHEZON","AGRIFRPPCTH"
"CREDIT AGRICOLE","COUTANCES","AGRIFRPPCOT"
"CREDIT AGRICOLE","CREIL","AGRIFRPPCRE"
"CREDIT AGRICOLE","CREMIEU","AGRIFRPPCRU"
"CREDIT AGRICOLE","CREMIEU","AGRIFRPPCRM"
"CREDIT AGRICOLE","CREON","AGRIFRPPCRO"
"CREDIT AGRICOLE","CREPY EN VALOIS","AGRIFRPPCEV"
"CREDIT AGRICOLE","CRETEIL","AGRIFRPPCRT"
"CREDIT AGRICOLE","DAMMARTIN EN GOELE","AGRIFRPPDAM"
"CREDIT AGRICOLE","DAX","AGRIFRPPDAX"
"CREDIT AGRICOLE","DECAZEVILLE","AGRIFRPPDEC"
"CREDIT AGRICOLE","DECINES CHARPIEU","AGRIFRPPDIC"
"CREDIT AGRICOLE","DECIZE","AGRIFRPPDEI"
"CREDIT AGRICOLE","DIEPPE","AGRIFRPPDIE"
"CREDIT AGRICOLE","DIGOIN","AGRIFRPPDIG"
"CREDIT AGRICOLE","DIJON","AGRIFRPPDIJ"
"CREDIT AGRICOLE","DINAN","AGRIFRPPDIN"
"CREDIT AGRICOLE","DOMENE","AGRIFRPPDOM"
"CREDIT AGRICOLE","DOUAI","AGRIFRPPDOU"
"CREDIT AGRICOLE","DRAGUIGNAN","AGRIFRPP891"
"CREDIT AGRICOLE","DREUX","AGRIFRPPDRX"
"CREDIT AGRICOLE","DUNKERQUE","AGRIFRPPDUN"
"CREDIT AGRICOLE","ECULLY","AGRIFRPPECL"
"CREDIT AGRICOLE","ELBEUF","AGRIFRPPELB"
"CREDIT AGRICOLE","ENGHEIN LES BAINS","AGRIFRPPENG"
"CREDIT AGRICOLE","EPERNAY","AGRIFRPPEPY"
"CREDIT AGRICOLE","EPINAL","AGRIFRPPEPL"
"CREDIT AGRICOLE","ERSTEIN","AGRIFRPPERS"
"CREDIT AGRICOLE","ESPALION","AGRIFRPPESP"
"CREDIT AGRICOLE","ETAMPES","AGRIFRPPETA"
"CREDIT AGRICOLE","EVREUX","AGRIFRPPEVX"
"CREDIT AGRICOLE","EVRY","AGRIFRPPEVR"
"CREDIT AGRICOLE","FALAISE","AGRIFRPPFAL"
"CREDIT AGRICOLE","FAYENCE","AGRIFRPPFAY"
"CREDIT AGRICOLE","FECAMP","AGRIFRPPFEC"
"CREDIT AGRICOLE","FERNEY VOLTAIRE","AGRIFRPPFEV"
"CREDIT AGRICOLE","FEYZIN","AGRIFRPPFEY"
"CREDIT AGRICOLE","FIGEAC","AGRIFRPPFIG"
"CREDIT AGRICOLE","FLAINE","AGRIFRPPFLA"
"CREDIT AGRICOLE","FLERS","AGRIFRPPFLE"
"CREDIT AGRICOLE","FLEURIE","AGRIFRPPFLI"
"CREDIT AGRICOLE","FOIX","AGRIFRPPFOX"
"CREDIT AGRICOLE","FONTAINE","AGRIFRPPFON"
"CREDIT AGRICOLE","FONTAINEBLEAU","AGRIFRPPFOT"
"CREDIT AGRICOLE","FONTENAY LE COMTE","AGRIFRPPFLC"
"CREDIT AGRICOLE","FONTENAY SOUS BOIS","AGRIFRPPFSB"
"CREDIT AGRICOLE","FORBACH","AGRIFRPPFRB"
"CREDIT AGRICOLE","FOUGERES","AGRIFRPPFOG"
"CREDIT AGRICOLE","FREJUS","AGRIFRPPFRE"
"CREDIT AGRICOLE","FRIVILLE ESCARBOTIN","AGRIFRPPFRI"
"CREDIT AGRICOLE","GAP","AGRIFRPPGAP"
"CREDIT AGRICOLE","GARDANNE","AGRIFRPPGAR"
"CREDIT AGRICOLE","GENAS","AGRIFRPPGNS"
"CREDIT AGRICOLE","GENAS","AGRIFRPPGEN"
"CREDIT AGRICOLE","GENNEVILLIERS","AGRIFRPPGNV"
"CREDIT AGRICOLE","GEX","AGRIFRPPGEX"
"CREDIT AGRICOLE","GIEN","AGRIFRPPGIE"
"CREDIT AGRICOLE","GISORS","AGRIFRPPGIO"
"CREDIT AGRICOLE","GISORS","AGRIFRPPGIS"
"CREDIT AGRICOLE","GORNAC","AGRIFRPPGOR"
"CREDIT AGRICOLE","GOURDON","AGRIFRPPGOU"
"CREDIT AGRICOLE","GRANVILLE","AGRIFRPPGRA"
"CREDIT AGRICOLE","GRASSE","AGRIFRPPGRS"
"CREDIT AGRICOLE","GRAULHET","AGRIFRPPGRL"
"CREDIT AGRICOLE","GRENOBLE","AGRIFRPP839"
"CREDIT AGRICOLE","GUEBWILLER","AGRIFRPPGBW"
"CREDIT AGRICOLE","GUERET","AGRIFRPPGUE"
"CREDIT AGRICOLE","GUILLESTRE","AGRIFRPPGIL"
"CREDIT AGRICOLE","GUINGAMP","AGRIFRPPGUI"
"CREDIT AGRICOLE","GUJAN MESTRAS","AGRIFRPPMTA"
"CREDIT AGRICOLE","HAGUENAU","AGRIFRPPHGN"
"CREDIT AGRICOLE","HAYANGE","AGRIFRPPHAY"
"CREDIT AGRICOLE","HAZEBROUCK","AGRIFRPPHAZ"
"CREDIT AGRICOLE","HENDAYE","AGRIFRPPHEN"
"CREDIT AGRICOLE","HETTANGE GRANDE","AGRIFRPPHET"
"CREDIT AGRICOLE","HEYRIEUX","AGRIFRPPHYX"
"CREDIT AGRICOLE","HEYRIEUX","AGRIFRPPHEY"
"CREDIT AGRICOLE","HOUILLES","AGRIFRPPHOU"
"CREDIT AGRICOLE","HYERES","AGRIFRPPHYE"
"CREDIT AGRICOLE","ISLE D'ABEAU","AGRIFRPPIAB"
"CREDIT AGRICOLE","ISLE SUR LA SORGUE","AGRIFRPPILS"
"CREDIT AGRICOLE","ISSOIRE","AGRIFRPPISS"
"CREDIT AGRICOLE","ISSY LES MOULINEAUX","AGRIFRPPILM"
"CREDIT AGRICOLE","ISTRES","AGRIFRPPIST"
"CREDIT AGRICOLE","IVRY SUR SEINE","AGRIFRPPIVR"
"CREDIT AGRICOLE","JUVISY SUR ORGE","AGRIFRPPJSO"
"CREDIT AGRICOLE","L' AIGLE","AGRIFRPPLAI"
"CREDIT AGRICOLE","LA CIOTAT","AGRIFRPPLCI"
"CREDIT AGRICOLE","LA GARDE","AGRIFRPPLAD"
"CREDIT AGRICOLE","LA REOLE","AGRIFRPPLRE"
"CREDIT AGRICOLE","LA ROCHE SUR FORON","AGRIFRPPROF"
"CREDIT AGRICOLE","LA ROCHE SUR YON","AGRIFRPPLRY"
"CREDIT AGRICOLE","LA ROCHELLE","AGRIFRPPROC"
"CREDIT AGRICOLE","LA ROCHELLE","AGRIFRPP817"
"CREDIT AGRICOLE","LA SEYNE SUR MER","AGRIFRPPLSM"
"CREDIT AGRICOLE","LA TOUR DU PIN","AGRIFRPPLTP"
"CREDIT AGRICOLE","LA TRONCHE","AGRIFRPPLTR"
"CREDIT AGRICOLE","LA VALETTE DU VAR","AGRIFRPPLVV"
"CREDIT AGRICOLE","LA VERPILLIERE","AGRIFRPPLVE"
"CREDIT AGRICOLE","LA VOULTE SUR RHONE","AGRIFRPPASR"
"CREDIT AGRICOLE","LAGNIEU","AGRIFRPPLAG"
"CREDIT AGRICOLE","LAGNY SUR MARNE","AGRIFRPPLAM"
"CREDIT AGRICOLE","LAMBALLE","AGRIFRPPLAB"
"CREDIT AGRICOLE","LAMBESC","AGRIFRPPLBC"
"CREDIT AGRICOLE","LANGON","AGRIFRPPLGN"
"CREDIT AGRICOLE","LANGRES","AGRIFRPPLAN"
"CREDIT AGRICOLE","LANNION","AGRIFRPPLNN"
"CREDIT AGRICOLE","LAON","AGRIFRPPLAO"
"CREDIT AGRICOLE","LARAGNE MONTEGLIN","AGRIFRPPLMO"
"CREDIT AGRICOLE","LATTES","AGRIFRPP835"
"CREDIT AGRICOLE","LAVAL","AGRIFRPPLAV"
"CREDIT AGRICOLE","LAVELANET","AGRIFRPPLVT"
"CREDIT AGRICOLE","LE BLANC MESNIL","AGRIFRPPBLM"
"CREDIT AGRICOLE","LE BOURGET","AGRIFRPPBGT"
"CREDIT AGRICOLE","LE CHEYLARD","AGRIFRPPCEY"
"CREDIT AGRICOLE","LE CREUSOT","AGRIFRPPLEU"
"CREDIT AGRICOLE","LE HAVRE","AGRIFRPPHAV"
"CREDIT AGRICOLE","LE LAVANDOU","AGRIFRPPLLA"
"CREDIT AGRICOLE","LE MANS","AGRIFRPP879"
"CREDIT AGRICOLE","LE POUZIN","AGRIFRPPLPZ"
